group_value,group_id,created_by_value,created_when,email,modified_by_value,modified_when,extraction_timestamp,date,history_date
Network Inventory Reports,9149666948513681301,sysadm,2017-12-20 07:18:15,NULL,sysadm,2017-12-20 07:18:15,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
OM Search,9149682587113686252,sysadm,2017-12-22 03:42:58,NULL,sysadm,2017-12-22 03:42:58,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
PIM CSR Access,9149968061013697101,sysadm,2018-01-24 04:35:50,NULL,sysadm,2018-01-24 04:35:50,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Document Projects - Administrative Access,9150087321713748805,sysadm,2018-02-07 04:02:27,NULL,sysadm,2018-02-07 04:02:27,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
OM Operations - 3,9150104602713754480,sysadm,2018-02-09 03:15:53,NULL,sysadm,2018-02-09 03:15:53,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
History Roles,9150724650713310896,sysadm,2018-04-21 18:40:18,NULL,sysadm,2018-04-21 18:43:41,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
AM - Move Orders - View,9150840080013949797,sysadm,2018-05-05 08:37:00,NULL,sysadm,2018-05-05 08:37:01,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Product Reports 3,9151013765413957817,sysadm,2018-05-25 04:28:17,NULL,sysadm,2018-05-25 04:28:17,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Product Reports 4,9151013765413957830,sysadm,2018-05-25 04:29:48,NULL,sysadm,2018-05-25 04:29:48,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Ability to Complete/Retry task by OM Bulk Tool,9151050099513439159,sysadm,2018-05-29 09:29:10,NULL,sysadm,2018-05-29 09:29:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
RDB RO Users,9151856499713831405,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: Contractor Warehouse 1,9153657000213223543,vash0217,2019-03-27 02:58:16,NULL,vash0217,2019-03-27 02:58:16,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
NC_Approval_Role_1,9153778886013227601,sysadm,2019-04-10 05:43:12,NULL,sysadm,2019-06-14 12:12:22,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
NC_Notification_Role_1,9153779024513227630,sysadm,2019-04-10 05:44:34,NULL,sysadm,2019-06-14 12:14:05,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
NC_Notification_Role_4,9153779024513227645,sysadm,2019-04-10 05:45:01,NULL,sysadm,2019-06-14 12:15:17,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
VF CIM,9153978650013311038,sysadm,2019-05-03 08:21:16,NULL,sysadm,2019-05-03 08:49:24,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Update Residential Customer Account,9153978650013311058,sysadm,2019-05-03 08:24:43,NULL,sysadm,2019-05-28 17:07:38,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Modify sensitive BCA data,9153978758013311107,sysadm,2019-05-03 08:37:59,NULL,sysadm,2019-05-28 17:07:38,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Delete Interaction,9153978758013311116,sysadm,2019-05-03 08:38:55,NULL,sysadm,2019-05-28 17:07:38,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Update Individual,9153978758013311143,sysadm,2019-05-03 08:41:46,NULL,sysadm,2019-05-28 17:07:38,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Modify sensitive Individual data,9153978758013311147,sysadm,2019-05-03 08:42:13,NULL,sysadm,2019-05-28 17:07:38,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View To Do and Activities,9153978830013311200,sysadm,2019-05-03 08:47:46,NULL,sysadm,2019-05-28 17:07:40,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View Action History,9153978830013311215,sysadm,2019-05-03 08:48:54,NULL,sysadm,2019-05-28 17:07:40,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
NC_Finance VSSB-FA,9153978830013311261,sysadm,2019-05-03 08:54:26,NULL,sysadm,2019-05-28 17:07:39,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create Treasury Payment,9154067406913284185,sysadm,2019-05-13 14:59:46,NULL,sysadm,2019-05-13 15:16:53,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create Refund Payment,9154067406913284253,sysadm,2019-05-13 15:18:12,NULL,sysadm,2019-05-13 15:19:09,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Cancel Payment,9154067589213284266,sysadm,2019-05-13 15:19:28,NULL,sysadm,2019-05-13 15:20:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View Disputes,9154067589213284350,sysadm,2019-05-13 15:52:21,NULL,sysadm,2019-05-13 15:53:06,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create Address,9154068752013314242,sysadm,2019-05-13 18:33:30,NULL,sysadm,2019-05-13 18:33:30,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
My Groups Tasks Widget,9154074664913282720,sysadm,2019-05-14 11:25:10,NULL,sysadm,2019-05-17 13:20:57,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Order Management Report,9154074832013282729,sysadm,2019-05-14 11:25:47,NULL,sysadm,2019-05-16 16:07:05,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create/Modify/Delete Model,9154084218113358583,sysadm,2019-05-15 13:53:17,NULL,sysadm,2019-05-15 13:53:17,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Assigning User to User's Warehouse,9154084370013358604,sysadm,2019-05-15 13:55:11,NULL,sysadm,2019-05-15 14:14:18,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View Stock Item,9154084370013358698,sysadm,2019-05-15 14:26:09,NULL,sysadm,2019-05-15 14:26:09,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Change ID of Serialized Stock Item,9154084556913358707,sysadm,2019-05-15 14:26:53,NULL,sysadm,2019-05-15 14:26:53,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create Move Order [Transfer] for Internal Transfer,9154084556913358717,sysadm,2019-05-15 14:27:27,NULL,sysadm,2019-05-15 14:27:27,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create Move Order [Transfer] for Internal Requisition,9154084556913358720,sysadm,2019-05-15 14:27:40,NULL,sysadm,2019-05-15 14:27:40,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Initiate Automated Internal Movement,9154084556913358723,sysadm,2019-05-15 14:27:50,NULL,sysadm,2019-05-15 14:27:50,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Initiate Automated Internal Return,9154084556913358727,sysadm,2019-05-15 14:28:02,NULL,sysadm,2019-05-15 14:28:02,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Submit Move Order [Physical Verification],9154084556913358745,sysadm,2019-05-15 14:29:28,NULL,sysadm,2019-05-15 14:29:28,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Cancel Move Order [Physical Verification],9154084556913358751,sysadm,2019-05-15 14:29:47,NULL,sysadm,2019-05-15 14:29:47,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create Shipment Order [Transfer],9154084556913358766,sysadm,2019-05-15 14:30:26,NULL,sysadm,2019-05-15 14:30:26,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Cancel Shipment Order [Transfer],9154084556913358778,sysadm,2019-05-15 14:31:09,NULL,sysadm,2019-05-15 14:31:09,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
VF CPM,9154091660013322469,sysadm,2019-05-16 10:42:16,NULL,sysadm,2019-05-16 10:47:06,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create CIT,9154091660013322477,sysadm,2019-05-16 10:43:04,NULL,sysadm,2019-05-16 10:48:32,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View CCT,9154091865113322497,sysadm,2019-05-16 10:44:11,NULL,sysadm,2019-05-16 10:44:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Send for Review CCT,9154091865113322512,sysadm,2019-05-16 10:44:59,NULL,sysadm,2019-05-16 10:52:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Update NCT,9154091865113322532,sysadm,2019-05-16 10:45:40,NULL,sysadm,2019-05-16 10:55:09,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create Worklog For NCT,9154091865113322537,sysadm,2019-05-16 10:45:49,NULL,sysadm,2019-05-16 10:54:26,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create field works,9154091865113322559,sysadm,2019-05-16 10:46:51,NULL,sysadm,2019-05-16 13:45:24,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create/Modify/Delete Resource Group parameters,9154187482513311207,sysadm,2019-05-27 12:25:39,NULL,sysadm,2019-05-27 12:25:39,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create/Modify/Delete Geographical Block,9154187482513311221,sysadm,2019-05-27 12:27:00,NULL,sysadm,2019-05-27 12:27:00,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create/Modify/Delete Work Schedules,9154187534013311242,sysadm,2019-05-27 12:29:39,NULL,sysadm,2019-05-27 12:29:39,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create/Modify/Delete Schedule Components,9154187534013311252,sysadm,2019-05-27 12:30:06,NULL,sysadm,2019-05-27 12:30:06,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create/Modify Manual Work Orders,9154187534013311313,sysadm,2019-05-27 12:31:09,NULL,sysadm,2019-05-27 12:31:09,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Update Contact Details,9154187553013311358,sysadm,2019-05-27 12:34:47,NULL,sysadm,2019-05-27 12:34:47,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
My Work Orders,9154187553013311385,sysadm,2019-05-27 12:37:28,NULL,sysadm,2019-05-27 12:37:28,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Jeopardized Work Items,9154187553013311411,sysadm,2019-05-27 12:40:04,NULL,sysadm,2019-05-27 12:40:04,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
VF WFM,9154188400513312714,sysadm,2019-05-27 14:59:13,NULL,sysadm,2019-07-03 12:09:43,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Perform Acceptance Task,9154195277513285321,sysadm,2019-05-28 10:25:04,NULL,sysadm,2019-05-28 10:25:04,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View Approval Flow Information,9154195433513285339,sysadm,2019-05-28 10:26:23,NULL,sysadm,2019-05-28 10:26:23,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Configure CIM System Parameters,9154436888013282211,sysadm,2019-06-25 09:24:51,NULL,sysadm,2019-06-25 09:41:41,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
VF UM,9154505693313293171,sysadm,2019-07-03 08:17:08,NULL,sysadm,2019-07-03 08:22:39,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View Active Sessions,9154505693313293219,sysadm,2019-07-03 08:20:34,NULL,sysadm,2019-07-03 08:20:34,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Edit User Parameters,9154505693313293225,sysadm,2019-07-03 08:20:57,NULL,sysadm,2019-07-03 08:20:57,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Force Logout,9154505693313293235,sysadm,2019-07-03 08:21:42,NULL,sysadm,2019-07-03 08:21:42,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Edit Locale,9154505693313293245,sysadm,2019-07-03 08:22:31,NULL,sysadm,2019-07-03 08:22:31,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Edit Current Store,9154505693313293248,sysadm,2019-07-03 08:22:39,NULL,sysadm,2019-07-03 08:22:39,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Access to Dispatchers Work Item Operations Set,9155174587313661736,sysadm,2019-09-18 18:19:08,NULL,sysadm,2019-09-18 18:26:33,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Technical Support,9156495536113843000,sysadm,2020-02-18 16:13:48,NULL,sysadm,2020-02-18 16:13:48,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
